prompt_id,cep,model_slot,provider,model_version,run_idx,extractor_canonical,valence,entity_reference,source_quote
p2_contextual,CONTEXTUAL_WHEN,xai_grok,xai,grok-4-1-fast,5,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Bed Bath & Beyond (Best for Everyday Essentials) - Why it's great: Solid mid-range cookware (Cuisinart, KitchenAid), bedding (Simply Essential line), and tools (full gadget aisles). Registries offer 20% completion discount, coupons for non-registered items, and a welcome box. Cons: Recent rebranding (post-bankruptcy) means checking stock."
p2_contextual,CONTEXTUAL_WHEN,xai_grok,xai,grok-4-1-fast,6,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Bed Bath & Beyond (Best Budget-Friendly Variety) — Why it's great: Massive inventory—affordable cookware (Cuisinart, Pyrex), bedding (Simply Essential), and tools from basics to splurges. Now powered by Overstock for more options."
p2_contextual,CONTEXTUAL_WHEN,xai_grok,xai,grok-4-1-fast,7,Bed Bath & Beyond,live_with_caveat,both,"Bed Bath & Beyond (via BuyBuyBaby/Overstock integration) - **Why it's great**: Huge variety—Ninja cookware, Dyson vacuums (kitchen adjacents), hotel-quality bedding. - **Perks**: Price match, 1-year returns, VIP perks. Still active post-rebrand."
p2_contextual,CONTEXTUAL_WHEN,xai_grok,xai,grok-4-1-fast,8,Bed Bath & Beyond,live_with_caveat,both,Bed Bath & Beyond (via BedBathandBeyond.com or Overstock)
p3_constraint,CONSTRAINT_WITH,anthropic_sonnet,anthropic,claude-sonnet-4-6,1,Bed Bath & Beyond,live_recommendation,legacy_brand,Target and Bed Bath & Beyond have predictable sale cycles
p3_constraint,CONSTRAINT_WITH,anthropic_sonnet,anthropic,claude-sonnet-4-6,5,Bed Bath & Beyond,live_recommendation,legacy_brand,Target and Bed Bath & Beyond discount heavily
p3_constraint,CONSTRAINT_WITH,anthropic_opus,anthropic,claude-opus-4-7,4,Bed Bath & Beyond,live_with_caveat,both,"Sign up for store emails – Target, Bed Bath & Beyond successors, and Wayfair often send 15-20% off coupons"
p3_constraint,CONSTRAINT_WITH,anthropic_opus,anthropic,claude-opus-4-7,6,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Sign up for store emails — Target, Bed Bath & Beyond (now online), and Kohl's send frequent coupons"
p3_constraint,CONSTRAINT_WITH,anthropic_opus,anthropic,claude-opus-4-7,7,Bed Bath & Beyond,live_with_caveat,both,Wait for **end-of-season sales** at Bed Bath & Beyond's successors (Overstock now owns the brand online)
p3_constraint,CONSTRAINT_WITH,openai_mini,openai,gpt-5.4-mini,4,Bed Bath & Beyond,live_with_caveat,legacy_brand,- **Bed Bath & Beyond online** (if available in your area) – sometimes has clearance deals.
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,1,Bed Bath & Beyond,historical_reference,legacy_brand,- **Bed Bath & Beyond** (now mostly online) - historically huge for this
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,2,Bed Bath & Beyond,live_with_caveat,legacy_brand,- **Bed Bath & Beyond** (now mostly online) - traditional registry staple
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,3,Bed Bath & Beyond,live_with_caveat,both,- **Bed Bath & Beyond** (now mostly online/Overstock) - though many shifted to Target
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,5,Bed Bath & Beyond,historical_reference,legacy_brand,Registry Favorites (Weddings/Showers) - Crate & Barrel / CB2 - Williams-Sonoma - Bed Bath & Beyond (though declining) / now often Target or Amazon
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,6,Bed Bath & Beyond,live_with_caveat,legacy_brand,- **Bed Bath & Beyond** (now mostly online/Overstock) - was a dominant registry store
p4_identity,IDENTITY_HOW_FEELING,anthropic_sonnet,anthropic,claude-sonnet-4-6,8,Bed Bath & Beyond,live_with_caveat,both,"Bed Bath & Beyond (now mostly online/Overstock) - historically huge for this, though declining"
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,1,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to dominate this space; since its closure, Target, Amazon, and Williams-Sonoma absorbed most of it."
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,2,,status_correction,legacy_brand,"Bed Bath & Beyond replacement: Macy's, Kohl's, Target — absorbed a lot of that traffic after BBB closed."
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,3,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond replacements — now mostly Target, Amazon, or HomeGoods"
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,4,Bed Bath & Beyond,status_correction,legacy_brand,"Bed Bath & Beyond is gone, so people have shifted to Target, Amazon, Crate & Barrel, and Williams Sonoma (higher end) for registries."
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,5,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond replacements — now mostly Target, Amazon, and Macy's"
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,6,Bed Bath & Beyond,status_correction,legacy_brand,"Bed Bath & Beyond replacements — Now mostly Target, Amazon, or Macy's home section."
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,7,Bed Bath & Beyond,historical_reference,legacy_brand,"For kitchen, bedding, and household basics: - Bed Bath & Beyond replacements — many people now use Amazon, Target, or HomeGoods for what they used to buy there."
p4_identity,IDENTITY_HOW_FEELING,anthropic_opus,anthropic,claude-opus-4-7,8,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond replacements — now mostly Target, Amazon, or Macy's for registries"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,1,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be a classic for this; now people often replace it with Target, Amazon, Costco, or local home stores"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,2,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be a major answer here, but in many places people now use Target, Amazon, and HomeGoods instead"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,3,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be a major one, but it’s largely gone; people now use Amazon, Target, Walmart, and Kohl’s for similar items"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,4,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond was a classic option historically, but it’s much less relevant now due to store closures; people have shifted to Target, Amazon, Kohl’s, Macy’s, and registry sites"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,5,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be huge for this, but since its decline, people have shifted to Target, Amazon, Kohl’s, and online retailers"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,6,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be huge for this, but now people often replace it with Target/IKEA/Amazon or local equivalents."
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,7,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be a huge one, but now people more often use Target, Walmart, Amazon, and Costco instead"
p4_identity,IDENTITY_HOW_FEELING,openai_mini,openai,gpt-5.4-mini,8,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond used to be a major one, but it’s much less central now"
p4_identity,IDENTITY_HOW_FEELING,openai_flagship,openai,gpt-5.5,1,,live_with_caveat,legacy_brand,- **Bed Bath & Beyond online** — less dominant than it used to be
p4_identity,IDENTITY_HOW_FEELING,openai_flagship,openai,gpt-5.5,2,Bed Bath & Beyond,status_correction,legacy_brand,"### **Bed Bath & Beyond alternatives** Since Bed Bath & Beyond changed significantly, many shoppers shifted to: - Target - Amazon - Walmart - Macy’s - Kohl’s - HomeGoods - Wayfair"
p4_identity,IDENTITY_HOW_FEELING,openai_flagship,openai,gpt-5.5,4,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond — historically common, though its physical-store presence changed significantly"
p4_identity,IDENTITY_HOW_FEELING,openai_flagship,openai,gpt-5.5,5,Bed Bath & Beyond,live_with_caveat,legacy_brand,"- **Bed Bath & Beyond** — less dominant than it used to be, but still known for home goods online"
p4_identity,IDENTITY_HOW_FEELING,openai_flagship,openai,gpt-5.5,6,,live_with_caveat,both,- **Bed Bath & Beyond / Overstock** - **Kohl’s** - **Macy’s**
p4_identity,IDENTITY_HOW_FEELING,google_flash,google,gemini-2.5-flash,1,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Bed Bath & Beyond (and similar home stores): While it's changed, stores like this (or their online equivalents) are still popular for kitchen gadgets, small appliances, bedding, bath towels, and organizational solutions."
p4_identity,IDENTITY_HOW_FEELING,google_flash,google,gemini-2.5-flash,3,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Bed Bath & Beyond (still relevant for registries): While they've had financial struggles, they remain a popular choice for wedding registries, offering a huge selection of kitchenware, small appliances, bedding, and bath items."
p4_identity,IDENTITY_HOW_FEELING,google_flash,google,gemini-2.5-flash,6,Bed Bath & Beyond,live_with_caveat,both,"Bed Bath & Beyond (or its modern equivalents like Overstock.com/Beyond.com): Historically a registry powerhouse, it's still a go-to for kitchenware, small appliances, bedding, and bath items. While the physical stores have changed, the online presence remains strong for these categories."
p4_identity,IDENTITY_HOW_FEELING,google_flash,google,gemini-2.5-flash,7,Bed Bath & Beyond,live_with_caveat,legacy_brand,"Bed Bath & Beyond (online or remaining stores): While scaled back, their online presence still offers a wide range of bedding, bath, and kitchen items, especially for those who still have gift cards or want specific brands."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,1,Bed Bath & Beyond,live_with_caveat,both,Bed Bath & Beyond (now Overstock.com): Still huge for registries (15% market share).
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,2,Bed Bath & Beyond,live_with_caveat,both,"Bed Bath & Beyond (now part of Overstock): Linens, gadgets; still a registry staple."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,3,Bed Bath & Beyond,live_with_caveat,legacy_brand,Bed Bath & Beyond (now part of Overstock.com): Still huge for registries (top 3 per The Knot).
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,4,Bed Bath & Beyond,status_correction,both,"Bed Bath & Beyond (now part of Overstock): Linens, cookware, and small appliances. Still #2 on registries despite bankruptcy; coupons make it addictive."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,5,Bed Bath & Beyond,live_with_caveat,legacy_brand,"- **Bed Bath & Beyond (now Overstock.com)**: Bath/kitchen registry staple. Sheets, towels, blenders. Frequent 20% off coupons."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,6,Bed Bath & Beyond,live_with_caveat,both,"- **Bed Bath & Beyond (now part of Overstock.com)**: Linens, bath, and small kitchen gadgets. 20% coupons were legendary. *Why?* Still strong online for registry items like blenders and sheet sets."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,7,Bed Bath & Beyond,live_with_caveat,both,"- **Bed Bath & Beyond (now part of Overstock)**: Classic registry spot for high-quality sheets, towels, and small appliances (toaster, coffee maker). 20% coupons were legendary."
p4_identity,IDENTITY_HOW_FEELING,xai_grok,xai,grok-4-1-fast,8,Bed Bath & Beyond,live_with_caveat,legacy_brand,Bed Bath & Beyond (now Overstock.com): Still big for registries despite bankruptcy—discounts galore.
p6_comparison,COMPARISON,anthropic_opus,anthropic,claude-opus-4-7,4,Bed Bath & Beyond,live_with_caveat,legacy_brand,Bed Bath & Beyond (now online only) / Wayfair - **Best for:** Furniture and home decor variety
p6_comparison,COMPARISON,openai_mini,openai,gpt-5.4-mini,4,Bed Bath & Beyond,historical_reference,legacy_brand,"Bed Bath & Beyond-style alternatives | Bedding, kitchen, bath essentials | Good for household basics and registry-type shopping | Fewer strong national options than before; often replaced by online/department options"
p6_comparison,COMPARISON,google_flash,google,gemini-2.5-flash,3,Bed Bath & Beyond,historical_reference,legacy_brand,"| **Bed Bath & Beyond** | Mid-range         | Kitchenware, bedding, bath, small appliances, some decor | Practical, functional, traditional                    | In-store, Online                    | Good for specific categories (bed/bath/kitchen), coupons        | Less competitive on furniture/decor compared to others, less unique |"
p6_comparison,COMPARISON,google_flash,google,gemini-2.5-flash,8,Bed Bath & Beyond,live_with_caveat,both,"**7. Bed Bath & Beyond (New Version)** *   **Pros:**     *   **Focused Categories:** Now primarily an online retailer (owned by Overstock.com), focusing on bed, bath, and kitchen items.     *   **Brand Names:** Still offers a good selection of well-known brands in its core categories.     *   **Online Convenience:** Easy to shop from home. *   **Cons:**     *   **Limited Physical Presence:** Very few physical stores left."
