brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Sisley,A,4,gpt-4o-mini,Is the brand Sisley commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:25.297372+00:00,0.778
Dior Beauty,A,5,claude-opus-4-5,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,"No

Dior Beauty is more commonly recognized as a cosmetics/makeup and fragrance brand rather than primarily a skincare brand, though they do offer skincare products.",no,2026-05-22T00:47:27.329003+00:00,2.197
Dior Beauty,A,5,claude-sonnet-4-5,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Dior Beauty is primarily recognized as a luxury makeup and fragrance brand, though they do offer skincare products as well.",no,2026-05-22T00:47:26.715178+00:00,1.417
Dior Beauty,A,5,gemini-2.5-flash,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:28.550967+00:00,3.086
Dior Beauty,A,5,gemini-2.5-flash-lite,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:26.433585+00:00,0.342
Dior Beauty,A,5,gpt-4o,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:26.197842+00:00,0.836
Dior Beauty,A,5,gpt-4o-mini,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:26.090187+00:00,0.630
Chanel Beauty,A,6,claude-opus-4-5,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,No,no,2026-05-22T00:47:27.529870+00:00,1.332
Chanel Beauty,A,6,claude-sonnet-4-5,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Chanel Beauty is primarily recognized as a luxury makeup and fragrance brand, though they do offer skincare products as well.",no,2026-05-22T00:47:28.558981+00:00,2.127
Chanel Beauty,A,6,gemini-2.5-flash,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:29.757863+00:00,2.428
Chanel Beauty,A,6,gemini-2.5-flash-lite,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:27.878630+00:00,0.347
Chanel Beauty,A,6,gpt-4o,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:27.680979+00:00,0.965
Chanel Beauty,A,6,gpt-4o-mini,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:27.532389+00:00,0.540
La Prairie,A,7,claude-opus-4-5,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:29.103148+00:00,1.569
La Prairie,A,7,claude-sonnet-4-5,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:28.918695+00:00,1.239
La Prairie,A,7,gemini-2.5-flash,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:30.807418+00:00,2.247
La Prairie,A,7,gemini-2.5-flash-lite,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:29.048809+00:00,0.336
La Prairie,A,7,gpt-4o,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:28.712780+00:00,0.836
La Prairie,A,7,gpt-4o-mini,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:29.105727+00:00,0.555
Clé de Peau Beauté,A,8,claude-opus-4-5,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:33.959754+00:00,5.039
Clé de Peau Beauté,A,8,claude-sonnet-4-5,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:30.603554+00:00,1.554
Clé de Peau Beauté,A,8,gemini-2.5-flash,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:31.912860+00:00,2.332
Clé de Peau Beauté,A,8,gemini-2.5-flash-lite,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:29.970763+00:00,0.353
Clé de Peau Beauté,A,8,gpt-4o,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:29.580041+00:00,0.477
Clé de Peau Beauté,A,8,gpt-4o-mini,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:29.617650+00:00,0.512
Rare Beauty,B,1,claude-opus-4-5,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,"No

Rare Beauty is commonly recognized as a makeup/cosmetics brand, not a skincare brand. It was founded by Selena Gomez and is known for products like blush, lip products, and foundation.",no,2026-05-22T00:47:32.038599+00:00,2.281
Rare Beauty,B,1,claude-sonnet-4-5,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Rare Beauty is primarily recognized as a makeup/cosmetics brand, founded by Selena Gomez.",no,2026-05-22T00:47:32.177908+00:00,2.206
Rare Beauty,B,1,gemini-2.5-flash,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:33.088704+00:00,1.947
Rare Beauty,B,1,gemini-2.5-flash-lite,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No,no,2026-05-22T00:47:31.855968+00:00,0.352
Rare Beauty,B,1,gpt-4o,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:31.141949+00:00,0.539
Rare Beauty,B,1,gpt-4o-mini,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:31.503613+00:00,0.697
Rhode,B,2,claude-opus-4-5,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:33.494689+00:00,1.637
Rhode,B,2,claude-sonnet-4-5,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:34.229809+00:00,2.319
Rhode,B,2,gemini-2.5-flash,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:34.167794+00:00,1.669
Rhode,B,2,gemini-2.5-flash-lite,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:33.428533+00:00,0.340
Rhode,B,2,gpt-4o,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:32.498703+00:00,0.460
Rhode,B,2,gpt-4o-mini,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:33.211095+00:00,1.033
Fenty Skin,B,3,claude-opus-4-5,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:34.863749+00:00,1.653
Fenty Skin,B,3,claude-sonnet-4-5,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:35.376543+00:00,1.949
Fenty Skin,B,3,gemini-2.5-flash,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:35.957257+00:00,1.999
Fenty Skin,B,3,gemini-2.5-flash-lite,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:36.225136+00:00,2.057
Fenty Skin,B,3,gpt-4o,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:33.959052+00:00,0.463
Fenty Skin,B,3,gpt-4o-mini,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:34.543169+00:00,0.587
Goop,B,4,claude-opus-4-5,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:35.718351+00:00,1.488
Goop,B,4,claude-sonnet-4-5,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,"No.

Goop is primarily recognized as a lifestyle and wellness brand rather than specifically a skincare brand, though it does sell skincare products among many other categories.",no,2026-05-22T00:47:36.807811+00:00,2.264
Goop,B,4,gemini-2.5-flash,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:39.200466+00:00,3.822
Goop,B,4,gemini-2.5-flash-lite,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:36.834602+00:00,1.116
Goop,B,4,gpt-4o,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:35.295334+00:00,0.431
Goop,B,4,gpt-4o-mini,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:35.777699+00:00,0.480
Drunk Elephant,B,5,claude-opus-4-5,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:37.265118+00:00,1.491
Drunk Elephant,B,5,claude-sonnet-4-5,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:38.434104+00:00,2.477
Drunk Elephant,B,5,gemini-2.5-flash,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:38.334943+00:00,1.500
Drunk Elephant,B,5,gemini-2.5-flash-lite,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:39.223416+00:00,2.370
Drunk Elephant,B,5,gpt-4o,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:36.853174+00:00,0.628
Drunk Elephant,B,5,gpt-4o-mini,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:37.407300+00:00,0.599
Glossier,B,6,claude-opus-4-5,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:39.203709+00:00,1.938
Glossier,B,6,claude-sonnet-4-5,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:39.002254+00:00,1.595
Glossier,B,6,gemini-2.5-flash,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:42.070005+00:00,3.195
Glossier,B,6,gemini-2.5-flash-lite,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:40.387788+00:00,1.385
Glossier,B,6,gpt-4o,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:38.874477+00:00,0.539
Glossier,B,6,gpt-4o-mini,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:39.282534+00:00,0.848
Augustinus Bader,B,7,claude-opus-4-5,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:40.777456+00:00,1.577
Augustinus Bader,B,7,claude-sonnet-4-5,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:40.774004+00:00,1.570
Augustinus Bader,B,7,gemini-2.5-flash,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:41.686334+00:00,1.962
Augustinus Bader,B,7,gemini-2.5-flash-lite,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:41.705472+00:00,1.953
Augustinus Bader,B,7,gpt-4o,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:39.724232+00:00,0.501
Augustinus Bader,B,7,gpt-4o-mini,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:39.753152+00:00,0.471
Tower 28,B,8,claude-opus-4-5,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,"No

Tower 28 is commonly recognized as a **makeup/beauty brand**, known for its clean cosmetics like lip glosses, blushes, and bronzers. While they do have a few skincare-adjacent products (like their SOS spray), they are primarily categorized as a color cosm",no,2026-05-22T00:47:44.042033+00:00,3.654
Tower 28,B,8,claude-sonnet-4-5,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,"No.

Tower 28 is primarily recognized as a makeup/cosmetics brand, though they do make some skincare-adjacent products. They're best known for their clean beauty makeup products like blushes and lip glosses.",no,2026-05-22T00:47:43.811783+00:00,3.038
Tower 28,B,8,gemini-2.5-flash,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-05-22T00:47:45.518669+00:00,3.833
Tower 28,B,8,gemini-2.5-flash-lite,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:45.110161+00:00,3.404
Tower 28,B,8,gpt-4o,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,"No. Tower 28 is primarily recognized as a makeup brand, though it does offer some skincare-related products.",no,2026-05-22T00:47:41.660983+00:00,0.884
Tower 28,B,8,gpt-4o-mini,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:42.344548+00:00,0.683
SkinCeuticals,C,1,claude-opus-4-5,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:44.073914+00:00,2.004
SkinCeuticals,C,1,claude-sonnet-4-5,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:44.049886+00:00,1.705
SkinCeuticals,C,1,gemini-2.5-flash,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:46.661101+00:00,2.613
SkinCeuticals,C,1,gemini-2.5-flash-lite,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:45.040784+00:00,0.966
SkinCeuticals,C,1,gpt-4o,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:44.439656+00:00,0.629
SkinCeuticals,C,1,gpt-4o-mini,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:44.495930+00:00,0.454
La Roche-Posay,C,2,claude-opus-4-5,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:46.169802+00:00,1.730
La Roche-Posay,C,2,claude-sonnet-4-5,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:46.121930+00:00,1.626
La Roche-Posay,C,2,gemini-2.5-flash,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:47.773809+00:00,2.257
La Roche-Posay,C,2,gemini-2.5-flash-lite,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:54.244750+00:00,8.725
La Roche-Posay,C,2,gpt-4o,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:45.516667+00:00,0.476
La Roche-Posay,C,2,gpt-4o-mini,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:45.674152+00:00,0.564
Paula's Choice,C,3,claude-opus-4-5,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:46.536358+00:00,0.862
Paula's Choice,C,3,claude-sonnet-4-5,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:47.961280+00:00,1.839
Paula's Choice,C,3,gemini-2.5-flash,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:48.631604+00:00,1.970
Paula's Choice,C,3,gemini-2.5-flash-lite,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:49.681200+00:00,2.985
Paula's Choice,C,3,gpt-4o,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:46.694930+00:00,0.525
Paula's Choice,C,3,gpt-4o-mini,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:47.687401+00:00,1.151
CeraVe,C,4,claude-opus-4-5,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:49.313946+00:00,1.625
CeraVe,C,4,claude-sonnet-4-5,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:49.211825+00:00,1.439
CeraVe,C,4,gemini-2.5-flash,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:50.263992+00:00,1.632
CeraVe,C,4,gemini-2.5-flash-lite,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:50.444387+00:00,1.245
CeraVe,C,4,gpt-4o,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:48.485956+00:00,0.524
CeraVe,C,4,gpt-4o-mini,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:49.199653+00:00,0.714
The Ordinary,C,5,claude-opus-4-5,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:50.829184+00:00,1.617
The Ordinary,C,5,claude-sonnet-4-5,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:50.822871+00:00,1.510
The Ordinary,C,5,gemini-2.5-flash,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:52.329792+00:00,2.061
The Ordinary,C,5,gemini-2.5-flash-lite,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:51.041788+00:00,0.596
The Ordinary,C,5,gpt-4o,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:50.268815+00:00,0.588
The Ordinary,C,5,gpt-4o-mini,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:51.106123+00:00,0.842
Cetaphil,C,6,claude-opus-4-5,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:52.382586+00:00,1.559
Cetaphil,C,6,claude-sonnet-4-5,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:52.720053+00:00,1.891
Cetaphil,C,6,gemini-2.5-flash,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:53.117770+00:00,1.559
Cetaphil,C,6,gemini-2.5-flash-lite,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:52.312334+00:00,0.530
Cetaphil,C,6,gpt-4o,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:51.780673+00:00,0.739
Cetaphil,C,6,gpt-4o-mini,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:51.558271+00:00,0.452
Eucerin,C,7,claude-opus-4-5,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:53.874718+00:00,1.564
Eucerin,C,7,claude-sonnet-4-5,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:54.085311+00:00,1.755
Eucerin,C,7,gemini-2.5-flash,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:54.263005+00:00,1.327
Eucerin,C,7,gemini-2.5-flash-lite,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:53.713788+00:00,0.596
Eucerin,C,7,gpt-4o,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:52.936514+00:00,0.554
Eucerin,C,7,gpt-4o-mini,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:53.533485+00:00,0.812
Bioderma,C,8,claude-opus-4-5,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:54.973884+00:00,1.442
Bioderma,C,8,claude-sonnet-4-5,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:55.177775+00:00,1.465
Bioderma,C,8,gemini-2.5-flash,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:55.626158+00:00,1.382
Bioderma,C,8,gemini-2.5-flash-lite,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-05-22T00:47:55.176625+00:00,0.914
Bioderma,C,8,gpt-4o,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:54.545850+00:00,0.672
Bioderma,C,8,gpt-4o-mini,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-05-22T00:47:54.973994+00:00,0.890
