brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Honda,C,2,gpt-4o,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:11.857648+00:00,0.923
Honda,C,2,gpt-4o-mini,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:11.856745+00:00,0.920
Ford,C,3,claude-opus-4-5,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:13.466241+00:00,1.608
Ford,C,3,claude-sonnet-4-5,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:18.920044+00:00,6.487
Ford,C,3,gemini-2.5-flash,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:14.498921+00:00,1.429
Ford,C,3,gemini-2.5-flash-lite,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:13.712618+00:00,0.362
Ford,C,3,gpt-4o,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:13.351186+00:00,0.439
Ford,C,3,gpt-4o-mini,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:13.590414+00:00,0.529
Chevrolet,C,4,claude-opus-4-5,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:19.608164+00:00,6.142
Chevrolet,C,4,claude-sonnet-4-5,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:20.400797+00:00,6.810
Chevrolet,C,4,gemini-2.5-flash,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:16.160811+00:00,1.661
Chevrolet,C,4,gemini-2.5-flash-lite,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:16.157385+00:00,0.613
Chevrolet,C,4,gpt-4o,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:14.367423+00:00,0.655
Chevrolet,C,4,gpt-4o-mini,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:15.543972+00:00,1.176
Hyundai,C,5,claude-opus-4-5,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:23.478885+00:00,7.322
Hyundai,C,5,claude-sonnet-4-5,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:20.403398+00:00,4.244
Hyundai,C,5,gemini-2.5-flash,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:19.628926+00:00,1.756
Hyundai,C,5,gemini-2.5-flash-lite,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:19.535801+00:00,0.615
Hyundai,C,5,gpt-4o,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:16.873648+00:00,0.472
Hyundai,C,5,gpt-4o-mini,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:17.876516+00:00,0.998
Volkswagen,C,6,claude-opus-4-5,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:31.825548+00:00,12.290
Volkswagen,C,6,claude-sonnet-4-5,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:28.449690+00:00,8.841
Volkswagen,C,6,gemini-2.5-flash,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:21.683702+00:00,1.281
Volkswagen,C,6,gemini-2.5-flash-lite,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:21.073139+00:00,0.669
Volkswagen,C,6,gpt-4o,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:20.402309+00:00,0.774
Volkswagen,C,6,gpt-4o-mini,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:21.076836+00:00,0.675
Nissan,C,7,claude-opus-4-5,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:31.829490+00:00,10.755
Nissan,C,7,claude-sonnet-4-5,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:30.291180+00:00,9.214
Nissan,C,7,gemini-2.5-flash,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:24.371024+00:00,1.457
Nissan,C,7,gemini-2.5-flash-lite,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:24.142647+00:00,0.664
Nissan,C,7,gpt-4o,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:22.209700+00:00,0.526
Nissan,C,7,gpt-4o-mini,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:22.914003+00:00,0.705
Pontiac,D,1,claude-opus-4-5,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:32.945740+00:00,8.804
Pontiac,D,1,claude-sonnet-4-5,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:32.647726+00:00,8.276
Pontiac,D,1,gemini-2.5-flash,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:32.126171+00:00,1.836
Pontiac,D,1,gemini-2.5-flash-lite,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:31.208110+00:00,0.526
Pontiac,D,1,gpt-4o,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:29.370064+00:00,0.920
Pontiac,D,1,gpt-4o-mini,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:30.682181+00:00,1.312
Oldsmobile,D,2,claude-opus-4-5,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:40.731868+00:00,9.524
Oldsmobile,D,2,claude-sonnet-4-5,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:33.396326+00:00,1.570
Oldsmobile,D,2,gemini-2.5-flash,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:35.511042+00:00,3.177
Oldsmobile,D,2,gemini-2.5-flash-lite,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:33.357623+00:00,0.710
Oldsmobile,D,2,gpt-4o,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:32.332153+00:00,0.504
Oldsmobile,D,2,gpt-4o-mini,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:34.285575+00:00,2.159
Plymouth,D,3,claude-opus-4-5,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:41.345697+00:00,8.400
Plymouth,D,3,claude-sonnet-4-5,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:39.536615+00:00,6.179
Plymouth,D,3,gemini-2.5-flash,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:37.788936+00:00,3.504
Plymouth,D,3,gemini-2.5-flash-lite,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:35.513046+00:00,0.673
Plymouth,D,3,gpt-4o,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:34.283193+00:00,0.887
Plymouth,D,3,gpt-4o-mini,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:34.839537+00:00,0.556
Mercury,D,4,claude-opus-4-5,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:45.341787+00:00,9.833
Mercury,D,4,claude-sonnet-4-5,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:37.051711+00:00,1.539
Mercury,D,4,gemini-2.5-flash,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:40.765563+00:00,2.976
Mercury,D,4,gemini-2.5-flash-lite,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:38.887905+00:00,0.683
Mercury,D,4,gpt-4o,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:37.671956+00:00,0.620
Mercury,D,4,gpt-4o-mini,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:38.205181+00:00,0.533
Saturn,D,5,claude-opus-4-5,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:48.727786+00:00,9.841
Saturn,D,5,claude-sonnet-4-5,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:50.255664+00:00,10.719
Saturn,D,5,gemini-2.5-flash,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:43.803676+00:00,2.458
Saturn,D,5,gemini-2.5-flash-lite,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-06-10T14:16:41.958806+00:00,0.610
Saturn,D,5,gpt-4o,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:41.348183+00:00,0.617
Saturn,D,5,gpt-4o-mini,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-06-10T14:16:41.959100+00:00,1.195
