arm,brand,cascade_order,cell,latency_ms,model_id,probe_text,recognized,resolved_version,response_text,slot,timestamp
B,Porsche,6,A,770,gemini-3.1-flash-lite,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:04.746363+00:00
B,BMW,7,A,976,claude-opus-4-8,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:05.722859+00:00
B,BMW,7,A,1395,claude-sonnet-4-6,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:07.117656+00:00
B,BMW,7,A,1053,gpt-5.5-2026-04-23,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:08.170398+00:00
B,BMW,7,A,1434,gpt-5.4-mini-2026-03-17,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:09.604694+00:00
B,BMW,7,A,1127,gemini-3.5-flash,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,unclear,gemini-3.5-flash,,gemini_flash,2026-06-05T18:56:10.731833+00:00
B,BMW,7,A,495,gemini-3.1-flash-lite,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:11.227446+00:00
B,Tesla,1,B,1137,claude-opus-4-8,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:12.364172+00:00
B,Tesla,1,B,1046,claude-sonnet-4-6,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:13.410215+00:00
B,Tesla,1,B,1323,gpt-5.5-2026-04-23,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:14.733783+00:00
B,Tesla,1,B,816,gpt-5.4-mini-2026-03-17,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:15.550006+00:00
B,Tesla,1,B,1223,gemini-3.5-flash,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:56:16.773012+00:00
B,Tesla,1,B,726,gemini-3.1-flash-lite,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:17.499431+00:00
B,Rivian,2,B,1208,claude-opus-4-8,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:18.707251+00:00
B,Rivian,2,B,1193,claude-sonnet-4-6,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:19.900832+00:00
B,Rivian,2,B,1720,gpt-5.5-2026-04-23,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:21.620800+00:00
B,Rivian,2,B,684,gpt-5.4-mini-2026-03-17,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:22.304723+00:00
B,Rivian,2,B,1227,gemini-3.5-flash,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:56:23.532138+00:00
B,Rivian,2,B,491,gemini-3.1-flash-lite,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:24.023465+00:00
B,Lucid,3,B,1585,claude-opus-4-8,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,"Yes. Lucid (Lucid Motors) is commonly recognized as an electric vehicle manufacturer, known for models like the Lucid Air.",claude_opus,2026-06-05T18:56:25.609238+00:00
B,Lucid,3,B,3043,claude-sonnet-4-6,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:28.652132+00:00
B,Lucid,3,B,2067,gpt-5.5-2026-04-23,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:30.718807+00:00
B,Lucid,3,B,798,gpt-5.4-mini-2026-03-17,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:31.517305+00:00
B,Lucid,3,B,1437,gemini-3.5-flash,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,unclear,gemini-3.5-flash,,gemini_flash,2026-06-05T18:56:32.954746+00:00
B,Lucid,3,B,626,gemini-3.1-flash-lite,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:33.580642+00:00
B,Polestar,4,B,955,claude-opus-4-8,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:34.535542+00:00
B,Polestar,4,B,1600,claude-sonnet-4-6,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:36.135305+00:00
B,Polestar,4,B,1668,gpt-5.5-2026-04-23,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:37.803148+00:00
B,Polestar,4,B,679,gpt-5.4-mini-2026-03-17,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:38.482487+00:00
B,Polestar,4,B,1085,gemini-3.5-flash,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:56:39.567690+00:00
B,Polestar,4,B,555,gemini-3.1-flash-lite,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:40.122848+00:00
B,Fisker,5,B,852,claude-opus-4-8,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:40.974857+00:00
B,Fisker,5,B,1399,claude-sonnet-4-6,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:42.373919+00:00
B,Fisker,5,B,2031,gpt-5.5-2026-04-23,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:44.404842+00:00
B,Fisker,5,B,1654,gpt-5.4-mini-2026-03-17,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:46.058778+00:00
B,Fisker,5,B,1259,gemini-3.5-flash,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:56:47.318099+00:00
B,Fisker,5,B,784,gemini-3.1-flash-lite,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:48.101779+00:00
B,Toyota,1,C,1317,claude-opus-4-8,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:49.418659+00:00
B,Toyota,1,C,1677,claude-sonnet-4-6,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:51.095594+00:00
B,Toyota,1,C,1623,gpt-5.5-2026-04-23,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:52.718722+00:00
B,Toyota,1,C,872,gpt-5.4-mini-2026-03-17,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:56:53.590639+00:00
B,Toyota,1,C,1174,gemini-3.5-flash,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:56:54.765197+00:00
B,Toyota,1,C,613,gemini-3.1-flash-lite,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:56:55.378260+00:00
B,Honda,2,C,1021,claude-opus-4-8,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:56:56.399823+00:00
B,Honda,2,C,1336,claude-sonnet-4-6,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:56:57.736389+00:00
B,Honda,2,C,1758,gpt-5.5-2026-04-23,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:56:59.494131+00:00
B,Honda,2,C,901,gpt-5.4-mini-2026-03-17,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:00.395620+00:00
B,Honda,2,C,1025,gemini-3.5-flash,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:57:01.421176+00:00
B,Honda,2,C,573,gemini-3.1-flash-lite,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:01.994007+00:00
B,Ford,3,C,1062,claude-opus-4-8,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:03.056301+00:00
B,Ford,3,C,1538,claude-sonnet-4-6,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:04.594333+00:00
B,Ford,3,C,1337,gpt-5.5-2026-04-23,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:05.930962+00:00
B,Ford,3,C,585,gpt-5.4-mini-2026-03-17,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:06.515940+00:00
B,Ford,3,C,1371,gemini-3.5-flash,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes.,gemini_flash,2026-06-05T18:57:07.887263+00:00
B,Ford,3,C,541,gemini-3.1-flash-lite,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:08.428678+00:00
B,Chevrolet,4,C,916,claude-opus-4-8,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:09.344374+00:00
B,Chevrolet,4,C,1701,claude-sonnet-4-6,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:11.045659+00:00
B,Chevrolet,4,C,1225,gpt-5.5-2026-04-23,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:12.270479+00:00
B,Chevrolet,4,C,566,gpt-5.4-mini-2026-03-17,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:12.836273+00:00
B,Chevrolet,4,C,1692,gemini-3.5-flash,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:57:14.528856+00:00
B,Chevrolet,4,C,754,gemini-3.1-flash-lite,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:15.283065+00:00
B,Hyundai,5,C,895,claude-opus-4-8,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:16.178092+00:00
B,Hyundai,5,C,1320,claude-sonnet-4-6,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:17.498493+00:00
B,Hyundai,5,C,1717,gpt-5.5-2026-04-23,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:19.216051+00:00
B,Hyundai,5,C,1047,gpt-5.4-mini-2026-03-17,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:20.262792+00:00
B,Hyundai,5,C,1107,gemini-3.5-flash,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes.,gemini_flash,2026-06-05T18:57:21.369769+00:00
B,Hyundai,5,C,474,gemini-3.1-flash-lite,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:21.844321+00:00
B,Volkswagen,6,C,1079,claude-opus-4-8,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:22.923660+00:00
B,Volkswagen,6,C,1404,claude-sonnet-4-6,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:24.327805+00:00
B,Volkswagen,6,C,1998,gpt-5.5-2026-04-23,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:26.325781+00:00
B,Volkswagen,6,C,3255,gpt-5.4-mini-2026-03-17,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:29.581006+00:00
B,Volkswagen,6,C,1434,gemini-3.5-flash,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:57:31.014648+00:00
B,Volkswagen,6,C,611,gemini-3.1-flash-lite,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:31.625619+00:00
B,Nissan,7,C,2087,claude-opus-4-8,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:33.712251+00:00
B,Nissan,7,C,1158,claude-sonnet-4-6,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:34.870843+00:00
B,Nissan,7,C,2084,gpt-5.5-2026-04-23,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:36.955292+00:00
B,Nissan,7,C,918,gpt-5.4-mini-2026-03-17,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:37.873259+00:00
B,Nissan,7,C,1066,gemini-3.5-flash,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:57:38.938980+00:00
B,Nissan,7,C,576,gemini-3.1-flash-lite,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:39.515453+00:00
B,Pontiac,1,D,1329,claude-opus-4-8,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:40.844657+00:00
B,Pontiac,1,D,1822,claude-sonnet-4-6,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:42.666771+00:00
B,Pontiac,1,D,2184,gpt-5.5-2026-04-23,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:44.850707+00:00
B,Pontiac,1,D,1420,gpt-5.4-mini-2026-03-17,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:57:46.270964+00:00
B,Pontiac,1,D,1283,gemini-3.5-flash,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes.,gemini_flash,2026-06-05T18:57:47.553599+00:00
B,Pontiac,1,D,559,gemini-3.1-flash-lite,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:48.112644+00:00
B,Oldsmobile,2,D,2686,claude-opus-4-8,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:50.798944+00:00
B,Oldsmobile,2,D,1412,claude-sonnet-4-6,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:52.211145+00:00
B,Oldsmobile,2,D,2159,gpt-5.5-2026-04-23,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:57:54.370258+00:00
B,Oldsmobile,2,D,607,gpt-5.4-mini-2026-03-17,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes,gpt_4o_mini,2026-06-05T18:57:54.976993+00:00
B,Oldsmobile,2,D,1124,gemini-3.5-flash,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:57:56.101126+00:00
B,Oldsmobile,2,D,589,gemini-3.1-flash-lite,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:57:56.690355+00:00
B,Plymouth,3,D,963,claude-opus-4-8,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,Yes.,claude_opus,2026-06-05T18:57:57.653419+00:00
B,Plymouth,3,D,1416,claude-sonnet-4-6,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:57:59.069703+00:00
